,zip_code,date,total_doses_daily,total_doses_cumulative,_1st_dose_daily,_1st_dose_cumulative,_1st_dose_percent_population,vaccine_series_completed_daily,vaccine_series_completed_cumulative,vaccine_series_completed_percent_population,population,zip_code_location,row_id,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6
276,60639,2021-03-09T00:00:00.000,410,18959,266,14711,0.167,150,4319,0.049,88204,"{'type': 'Point', 'coordinates': [-87.75531, 41.920609]}",60639-20210309,19,22615,306,44,2
277,60640,2021-03-09T00:00:00.000,500,22857,219,14587,0.210,292,8340,0.120,69363,"{'type': 'Point', 'coordinates': [-87.662232, 41.971888]}",60640-20210309,31,22616,633,18,15
278,60641,2021-03-09T00:00:00.000,427,15802,238,10721,0.153,202,5137,0.074,69880,"{'type': 'Point', 'coordinates': [-87.746791, 41.946682]}",60641-20210309,15,22618,139,21,21
279,60642,2021-03-09T00:00:00.000,116,6087,53,3710,0.188,71,2405,0.122,19716,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",60642-20210309,25,22620,109,46,49
280,60643,2021-03-09T00:00:00.000,276,13747,120,8501,0.174,162,5291,0.108,48887,"{'type': 'Point', 'coordinates': [-87.662381, 41.700445]}",60643-20210309,71,22212,630,42,13
281,60644,2021-03-09T00:00:00.000,168,6962,96,4809,0.103,85,2252,0.048,46591,"{'type': 'Point', 'coordinates': [-87.756863, 41.881113]}",60644-20210309,26,22216,674,23,32
282,60645,2021-03-09T00:00:00.000,323,13221,160,8628,0.183,170,4623,0.098,47270,"{'type': 'Point', 'coordinates': [-87.695049, 42.008927]}",60645-20210309,20,22528,42,27,12
283,60646,2021-03-09T00:00:00.000,274,10214,147,6522,0.228,149,3745,0.131,28569,"{'type': 'Point', 'coordinates': [-87.761826, 41.993931]}",60646-20210309,12,22532,782,38,18
284,60647,2021-03-09T00:00:00.000,522,21633,324,14112,0.161,214,7611,0.087,87633,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",60647-20210309,23,22535,322,41,1
285,60649,2021-03-09T00:00:00.000,149,8257,106,5332,0.114,44,2948,0.063,46633,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",60649-20210309,39,22538,418,33,24
286,60651,2021-03-09T00:00:00.000,253,9271,184,6419,0.101,78,2932,0.046,63492,"{'type': 'Point', 'coordinates': [-87.741017, 41.901964]}",60651-20210309,24,4299,99,45,5
287,60652,2021-03-09T00:00:00.000,261,8614,139,5893,0.136,123,2751,0.063,43447,"{'type': 'Point', 'coordinates': [-87.714238, 41.745398]}",60652-20210309,69,4300,199,30,8
288,60653,2021-03-09T00:00:00.000,114,6999,69,4604,0.139,45,2417,0.073,33154,"{'type': 'Point', 'coordinates': [-87.611244, 41.819261]}",60653-20210309,4,4301,583,10,36
289,60654,2021-03-09T00:00:00.000,162,6181,73,3848,0.192,98,2352,0.117,20022,"{'type': 'Point', 'coordinates': [-87.636354, 41.892485]}",60654-20210309,37,4446,652,36,55
290,60655,2021-03-09T00:00:00.000,206,10261,89,6066,0.212,122,4221,0.148,28569,"{'type': 'Point', 'coordinates': [-87.701434, 41.696456]}",60655-20210309,73,4447,369,42,33
291,60656,2021-03-09T00:00:00.000,191,6485,95,4289,0.152,115,2278,0.081,28218,"{'type': 'Point', 'coordinates': [-87.817934, 41.974566]}",60656-20210309,36,4448,735,29,31
292,60657,2021-03-09T00:00:00.000,475,23258,218,14229,0.201,269,9088,0.128,70958,"{'type': 'Point', 'coordinates': [-87.658216, 41.939715]}",60657-20210309,57,4449,680,25,22
293,60659,2021-03-09T00:00:00.000,291,9392,162,6072,0.142,136,3354,0.078,42735,"{'type': 'Point', 'coordinates': [-87.703266, 41.990803]}",60659-20210309,20,4450,30,27,50
294,60660,2021-03-09T00:00:00.000,307,12941,144,8316,0.187,165,4660,0.105,44498,"{'type': 'Point', 'coordinates': [-87.666362, 41.991062]}",60660-20210309,76,4451,536,16,14
295,60661,2021-03-09T00:00:00.000,59,3179,31,1904,0.184,30,1278,0.123,10354,"{'type': 'Point', 'coordinates': [-87.644283, 41.882786]}",60661-20210309,29,4452,784,36,45
296,60666,2021-03-09T00:00:00.000,1,42,1,29,0.000,0,17,0.000,0,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",60666-20210309,75,16197,668,29,38
297,60707,2021-03-09T00:00:00.000,81,3425,31,2351,0.055,53,1100,0.026,43093,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",60707-20210309,,4454,,,
298,60827,2021-03-09T00:00:00.000,6,300,6,205,0.007,0,96,0.003,28483,"{'type': 'Point', 'coordinates': [-87.633087, 41.650765]}",60827-20210309,,4460,,,
299,Unknown,2021-03-09T00:00:00.000,37,2432,20,1508,0.000,18,932,0.000,0,,Unknown-20210309,,,,,
300,60601,2021-03-08T00:00:00.000,56,4480,33,2739,0.182,25,1750,0.116,15083,"{'type': 'Point', 'coordinates': [-87.622844, 41.886262]}",60601-20210308,38,14309,580,36,42
301,60602,2021-03-08T00:00:00.000,12,740,6,448,0.391,6,292,0.255,1145,"{'type': 'Point', 'coordinates': [-87.628309, 41.883136]}",60602-20210308,38,14310,92,36,41
302,60603,2021-03-08T00:00:00.000,9,786,3,492,0.468,7,296,0.281,1052,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",60603-20210308,38,14311,367,36,34
303,60604,2021-03-08T00:00:00.000,11,525,6,317,0.385,6,209,0.254,823,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",60604-20210308,38,14912,92,10,29
304,60605,2021-03-08T00:00:00.000,135,10986,63,6558,0.226,80,4457,0.153,29060,"{'type': 'Point', 'coordinates': [-87.623449, 41.867824]}",60605-20210308,38,14913,368,10,35
305,60606,2021-03-08T00:00:00.000,27,1186,11,722,0.220,20,470,0.143,3287,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",60606-20210308,38,14914,92,36,46
306,60607,2021-03-08T00:00:00.000,144,10678,76,6313,0.216,73,4386,0.150,29293,"{'type': 'Point', 'coordinates': [-87.652727, 41.876104]}",60607-20210308,29,14917,87,26,44
307,60608,2021-03-08T00:00:00.000,427,18790,225,12417,0.155,210,6399,0.080,80059,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",60608-20210308,33,14920,126,26,43
308,60609,2021-03-08T00:00:00.000,275,10271,134,6991,0.115,157,3302,0.054,60939,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",60609-20210308,59,14924,123,48,37
309,60610,2021-03-08T00:00:00.000,145,13084,64,8099,0.200,89,5013,0.124,40548,"{'type': 'Point', 'coordinates': [-87.63581, 41.90455]}",60610-20210308,37,14926,290,11,54
310,60611,2021-03-08T00:00:00.000,132,17222,51,9887,0.298,87,7357,0.221,33224,"{'type': 'Point', 'coordinates': [-87.620291, 41.894734]}",60611-20210308,37,21182,158,36,6
311,60612,2021-03-08T00:00:00.000,126,8629,65,5371,0.159,64,3277,0.097,33735,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",60612-20210308,29,21184,785,46,28
312,60613,2021-03-08T00:00:00.000,257,15633,139,9826,0.194,128,5846,0.115,50761,"{'type': 'Point', 'coordinates': [-87.661343, 41.953742]}",60613-20210308,57,21186,725,25,53
313,60614,2021-03-08T00:00:00.000,280,21734,145,13315,0.185,145,8445,0.117,71954,"{'type': 'Point', 'coordinates': [-87.652064, 41.922605]}",60614-20210308,68,21190,744,34,16
314,60615,2021-03-08T00:00:00.000,178,12673,105,7513,0.185,88,5189,0.128,40590,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",60615-20210308,8,21192,147,33,10
315,60616,2021-03-08T00:00:00.000,270,14815,118,9523,0.176,158,5326,0.098,54197,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",60616-20210308,1,21194,377,9,40
316,60617,2021-03-08T00:00:00.000,333,14480,197,9603,0.115,142,4911,0.059,83553,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",60617-20210308,48,21202,527,47,25
317,60618,2021-03-08T00:00:00.000,422,22936,225,14928,0.157,216,8093,0.085,94907,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",60618-20210308,16,21538,372,20,39
318,60619,2021-03-08T00:00:00.000,222,11321,137,7441,0.122,92,3928,0.064,61207,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",60619-20210308,40,21546,140,35,61
319,60620,2021-03-08T00:00:00.000,237,10192,126,6949,0.103,116,3267,0.048,67711,"{'type': 'Point', 'coordinates': [-87.651656, 41.740873]}",60620-20210308,70,21554,530,13,59
320,60621,2021-03-08T00:00:00.000,121,3517,94,2546,0.091,31,979,0.035,28018,"{'type': 'Point', 'coordinates': [-87.638812, 41.776931]}",60621-20210308,66,21559,435,4,11
321,60622,2021-03-08T00:00:00.000,232,16253,113,10194,0.191,130,6096,0.114,53294,"{'type': 'Point', 'coordinates': [-87.681818, 41.902762]}",60622-20210308,25,21560,476,11,4
322,60623,2021-03-08T00:00:00.000,707,17615,521,13543,0.167,215,4115,0.051,81283,"{'type': 'Point', 'coordinates': [-87.717446, 41.850321]}",60623-20210308,32,21569,754,28,57
323,60624,2021-03-08T00:00:00.000,154,4725,108,3356,0.096,58,1399,0.040,34892,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",60624-20210308,27,21572,736,23,30
324,60625,2021-03-08T00:00:00.000,350,19189,144,12507,0.157,221,6744,0.085,79444,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",60625-20210308,6,21849,620,24,20
325,60626,2021-03-08T00:00:00.000,157,12612,72,8141,0.161,92,4494,0.089,50544,"{'type': 'Point', 'coordinates': [-87.669834, 42.009469]}",60626-20210308,10,21853,358,5,9
326,60628,2021-03-08T00:00:00.000,220,9972,127,6636,0.103,105,3386,0.053,64254,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",60628-20210308,45,21861,237,43,19
327,60629,2021-03-08T00:00:00.000,738,21172,403,15893,0.144,359,5319,0.048,110029,"{'type': 'Point', 'coordinates': [-87.711565, 41.777061]}",60629-20210308,64,21867,293,6,58
328,60630,2021-03-08T00:00:00.000,244,13769,124,9068,0.161,138,4762,0.084,56433,"{'type': 'Point', 'coordinates': [-87.759611, 41.971261]}",60630-20210308,11,21869,129,50,48
329,60631,2021-03-08T00:00:00.000,171,10874,79,6976,0.236,110,3962,0.134,29529,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",60631-20210308,36,22243,733,29,17
330,60632,2021-03-08T00:00:00.000,672,18413,366,13712,0.153,339,4745,0.053,89857,"{'type': 'Point', 'coordinates': [-87.711251, 41.810038]}",60632-20210308,55,22248,640,8,56
331,60633,2021-03-08T00:00:00.000,39,1747,20,1153,0.091,20,597,0.047,12689,"{'type': 'Point', 'coordinates': [-87.556037, 41.653147]}",60633-20210308,52,22250,586,47,26
332,60634,2021-03-08T00:00:00.000,335,18055,160,12154,0.162,210,5996,0.08,75082,"{'type': 'Point', 'coordinates': [-87.797373, 41.944967]}",60634-20210308,17,22254,396,19,52
333,60636,2021-03-08T00:00:00.000,166,3933,124,2826,0.094,48,1117,0.037,30024,"{'type': 'Point', 'coordinates': [-87.668597, 41.77599]}",60636-20210308,65,22257,280,3,23
334,60637,2021-03-08T00:00:00.000,151,9060,104,5517,0.117,51,3556,0.075,47300,"{'type': 'Point', 'coordinates': [-87.604053, 41.780991]}",60637-20210308,9,22260,470,4,60
335,60638,2021-03-08T00:00:00.000,288,13584,133,9083,0.155,161,4515,0.077,58669,"{'type': 'Point', 'coordinates': [-87.771902, 41.787032]}",60638-20210308,53,22268,590,15,7
336,60639,2021-03-08T00:00:00.000,262,18549,132,14445,0.164,148,4169,0.047,88204,"{'type': 'Point', 'coordinates': [-87.75531, 41.920609]}",60639-20210308,19,22615,306,44,2
337,60640,2021-03-08T00:00:00.000,409,22357,214,14368,0.207,205,8048,0.116,69363,"{'type': 'Point', 'coordinates': [-87.662232, 41.971888]}",60640-20210308,31,22616,633,18,15
338,60641,2021-03-08T00:00:00.000,261,15375,114,10483,0.150,161,4935,0.071,69880,"{'type': 'Point', 'coordinates': [-87.746791, 41.946682]}",60641-20210308,15,22618,139,21,21
339,60642,2021-03-08T00:00:00.000,72,5971,29,3657,0.185,45,2334,0.118,19716,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",60642-20210308,25,22620,109,46,49
340,60643,2021-03-08T00:00:00.000,253,13471,114,8381,0.171,145,5129,0.105,48887,"{'type': 'Point', 'coordinates': [-87.662381, 41.700445]}",60643-20210308,71,22212,630,42,13
341,60644,2021-03-08T00:00:00.000,94,6794,66,4713,0.101,54,2167,0.047,46591,"{'type': 'Point', 'coordinates': [-87.756863, 41.881113]}",60644-20210308,26,22216,674,23,32
342,60645,2021-03-08T00:00:00.000,180,12898,80,8468,0.179,102,4453,0.094,47270,"{'type': 'Point', 'coordinates': [-87.695049, 42.008927]}",60645-20210308,20,22528,42,27,12
343,60646,2021-03-08T00:00:00.000,155,9940,67,6375,0.223,101,3596,0.126,28569,"{'type': 'Point', 'coordinates': [-87.761826, 41.993931]}",60646-20210308,12,22532,782,38,18
344,60647,2021-03-08T00:00:00.000,387,21111,219,13788,0.157,185,7397,0.084,87633,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",60647-20210308,23,22535,322,41,1
345,60649,2021-03-08T00:00:00.000,197,8108,129,5226,0.112,77,2904,0.062,46633,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",60649-20210308,39,22538,418,33,24
346,60651,2021-03-08T00:00:00.000,193,9018,106,6235,0.098,114,2854,0.045,63492,"{'type': 'Point', 'coordinates': [-87.741017, 41.901964]}",60651-20210308,24,4299,99,45,5
347,60652,2021-03-08T00:00:00.000,206,8353,100,5754,0.132,112,2628,0.060,43447,"{'type': 'Point', 'coordinates': [-87.714238, 41.745398]}",60652-20210308,69,4300,199,30,8
348,60653,2021-03-08T00:00:00.000,101,6885,48,4535,0.137,57,2372,0.072,33154,"{'type': 'Point', 'coordinates': [-87.611244, 41.819261]}",60653-20210308,4,4301,583,10,36
349,60654,2021-03-08T00:00:00.000,90,6019,44,3775,0.189,50,2254,0.113,20022,"{'type': 'Point', 'coordinates': [-87.636354, 41.892485]}",60654-20210308,37,4446,652,36,55
350,60655,2021-03-08T00:00:00.000,130,10055,70,5977,0.209,65,4099,0.143,28569,"{'type': 'Point', 'coordinates': [-87.701434, 41.696456]}",60655-20210308,73,4447,369,42,33
351,60656,2021-03-08T00:00:00.000,137,6294,73,4194,0.149,79,2163,0.077,28218,"{'type': 'Point', 'coordinates': [-87.817934, 41.974566]}",60656-20210308,36,4448,735,29,31
352,60657,2021-03-08T00:00:00.000,320,22783,156,14011,0.197,176,8819,0.124,70958,"{'type': 'Point', 'coordinates': [-87.658216, 41.939715]}",60657-20210308,57,4449,680,25,22
353,60659,2021-03-08T00:00:00.000,171,9101,65,5910,0.138,116,3218,0.075,42735,"{'type': 'Point', 'coordinates': [-87.703266, 41.990803]}",60659-20210308,20,4450,30,27,50
354,60660,2021-03-08T00:00:00.000,226,12634,112,8172,0.184,127,4495,0.101,44498,"{'type': 'Point', 'coordinates': [-87.666362, 41.991062]}",60660-20210308,76,4451,536,16,14
355,60661,2021-03-08T00:00:00.000,54,3120,31,1873,0.181,23,1248,0.121,10354,"{'type': 'Point', 'coordinates': [-87.644283, 41.882786]}",60661-20210308,29,4452,784,36,45
356,60666,2021-03-08T00:00:00.000,0,41,0,28,0.000,0,17,0.000,0,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",60666-20210308,75,16197,668,29,38
357,60707,2021-03-08T00:00:00.000,49,3344,20,2320,0.054,33,1047,0.024,43093,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",60707-20210308,,4454,,,
358,60827,2021-03-08T00:00:00.000,6,294,4,199,0.007,3,96,0.003,28483,"{'type': 'Point', 'coordinates': [-87.633087, 41.650765]}",60827-20210308,,4460,,,
359,Unknown,2021-03-08T00:00:00.000,30,2395,18,1488,0.000,16,914,0.000,0,,Unknown-20210308,,,,,
360,60601,2021-03-07T00:00:00.000,15,4424,12,2706,0.179,6,1725,0.114,15083,"{'type': 'Point', 'coordinates': [-87.622844, 41.886262]}",60601-20210307,38,14309,580,36,42
361,60602,2021-03-07T00:00:00.000,1,728,1,442,0.386,0,286,0.250,1145,"{'type': 'Point', 'coordinates': [-87.628309, 41.883136]}",60602-20210307,38,14310,92,36,41
362,60603,2021-03-07T00:00:00.000,1,777,0,489,0.465,1,289,0.275,1052,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",60603-20210307,38,14311,367,36,34
363,60604,2021-03-07T00:00:00.000,1,514,0,311,0.378,1,203,0.247,823,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",60604-20210307,38,14912,92,10,29
364,60605,2021-03-07T00:00:00.000,65,10851,43,6495,0.224,34,4377,0.151,29060,"{'type': 'Point', 'coordinates': [-87.623449, 41.867824]}",60605-20210307,38,14913,368,10,35
365,60606,2021-03-07T00:00:00.000,4,1159,3,711,0.216,2,450,0.137,3287,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",60606-20210307,38,14914,92,36,46
366,60607,2021-03-07T00:00:00.000,42,10534,31,6237,0.213,18,4313,0.147,29293,"{'type': 'Point', 'coordinates': [-87.652727, 41.876104]}",60607-20210307,29,14917,87,26,44
367,60608,2021-03-07T00:00:00.000,76,18363,44,12192,0.152,40,6189,0.077,80059,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",60608-20210307,33,14920,126,26,43
368,60609,2021-03-07T00:00:00.000,44,9996,28,6857,0.113,18,3145,0.052,60939,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",60609-20210307,59,14924,123,48,37
369,60610,2021-03-07T00:00:00.000,68,12939,39,8035,0.198,34,4924,0.121,40548,"{'type': 'Point', 'coordinates': [-87.63581, 41.90455]}",60610-20210307,37,14926,290,11,54
370,60611,2021-03-07T00:00:00.000,47,17090,28,9836,0.296,20,7270,0.219,33224,"{'type': 'Point', 'coordinates': [-87.620291, 41.894734]}",60611-20210307,37,21182,158,36,6
371,60612,2021-03-07T00:00:00.000,35,8503,23,5306,0.157,24,3213,0.095,33735,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",60612-20210307,29,21184,785,46,28
372,60613,2021-03-07T00:00:00.000,99,15376,68,9687,0.191,39,5718,0.113,50761,"{'type': 'Point', 'coordinates': [-87.661343, 41.953742]}",60613-20210307,57,21186,725,25,53
373,60614,2021-03-07T00:00:00.000,137,21454,78,13170,0.183,64,8300,0.115,71954,"{'type': 'Point', 'coordinates': [-87.652064, 41.922605]}",60614-20210307,68,21190,744,34,16
374,60615,2021-03-07T00:00:00.000,56,12495,44,7408,0.183,23,5101,0.126,40590,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",60615-20210307,8,21192,147,33,10
375,60616,2021-03-07T00:00:00.000,61,14545,38,9405,0.174,35,5168,0.095,54197,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",60616-20210307,1,21194,377,9,40
376,60617,2021-03-07T00:00:00.000,94,14147,60,9406,0.113,54,4769,0.057,83553,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",60617-20210307,48,21202,527,47,25
377,60618,2021-03-07T00:00:00.000,168,22514,119,14703,0.155,58,7877,0.083,94907,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",60618-20210307,16,21538,372,20,39
378,60619,2021-03-07T00:00:00.000,90,11099,50,7304,0.119,75,3836,0.063,61207,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",60619-20210307,40,21546,140,35,61
379,60620,2021-03-07T00:00:00.000,73,9955,37,6823,0.101,53,3151,0.047,67711,"{'type': 'Point', 'coordinates': [-87.651656, 41.740873]}",60620-20210307,70,21554,530,13,59
380,60621,2021-03-07T00:00:00.000,15,3396,12,2452,0.088,7,948,0.034,28018,"{'type': 'Point', 'coordinates': [-87.638812, 41.776931]}",60621-20210307,66,21559,435,4,11
381,60622,2021-03-07T00:00:00.000,73,16021,44,10081,0.189,33,5966,0.112,53294,"{'type': 'Point', 'coordinates': [-87.681818, 41.902762]}",60622-20210307,25,21560,476,11,4
382,60623,2021-03-07T00:00:00.000,36,16908,27,13022,0.160,18,3900,0.048,81283,"{'type': 'Point', 'coordinates': [-87.717446, 41.850321]}",60623-20210307,32,21569,754,28,57
383,60624,2021-03-07T00:00:00.000,44,4571,35,3248,0.093,25,1341,0.038,34892,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",60624-20210307,27,21572,736,23,30
384,60625,2021-03-07T00:00:00.000,133,18839,90,12363,0.156,52,6523,0.082,79444,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",60625-20210307,6,21849,620,24,20
385,60626,2021-03-07T00:00:00.000,69,12455,48,8069,0.16,27,4402,0.087,50544,"{'type': 'Point', 'coordinates': [-87.669834, 42.009469]}",60626-20210307,10,21853,358,5,9
386,60628,2021-03-07T00:00:00.000,82,9752,58,6509,0.101,60,3281,0.051,64254,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",60628-20210307,45,21861,237,43,19
387,60629,2021-03-07T00:00:00.000,78,20434,43,15490,0.141,41,4960,0.045,110029,"{'type': 'Point', 'coordinates': [-87.711565, 41.777061]}",60629-20210307,64,21867,293,6,58
388,60630,2021-03-07T00:00:00.000,102,13525,65,8944,0.158,45,4624,0.082,56433,"{'type': 'Point', 'coordinates': [-87.759611, 41.971261]}",60630-20210307,11,21869,129,50,48
389,60631,2021-03-07T00:00:00.000,66,10703,32,6897,0.234,34,3852,0.130,29529,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",60631-20210307,36,22243,733,29,17
390,60632,2021-03-07T00:00:00.000,68,17741,44,13346,0.149,24,4406,0.049,89857,"{'type': 'Point', 'coordinates': [-87.711251, 41.810038]}",60632-20210307,55,22248,640,8,56
391,60633,2021-03-07T00:00:00.000,20,1708,9,1133,0.089,11,577,0.045,12689,"{'type': 'Point', 'coordinates': [-87.556037, 41.653147]}",60633-20210307,52,22250,586,47,26
392,60634,2021-03-07T00:00:00.000,395,17720,346,11994,0.16,55,5786,0.077,75082,"{'type': 'Point', 'coordinates': [-87.797373, 41.944967]}",60634-20210307,17,22254,396,19,52
393,60636,2021-03-07T00:00:00.000,19,3767,8,2702,0.090,12,1069,0.036,30024,"{'type': 'Point', 'coordinates': [-87.668597, 41.77599]}",60636-20210307,65,22257,280,3,23
394,60637,2021-03-07T00:00:00.000,35,8909,21,5413,0.114,22,3505,0.074,47300,"{'type': 'Point', 'coordinates': [-87.604053, 41.780991]}",60637-20210307,9,22260,470,4,60
395,60638,2021-03-07T00:00:00.000,90,13296,53,8950,0.153,40,4354,0.074,58669,"{'type': 'Point', 'coordinates': [-87.771902, 41.787032]}",60638-20210307,53,22268,590,15,7
396,60639,2021-03-07T00:00:00.000,940,18287,896,14313,0.162,67,4021,0.046,88204,"{'type': 'Point', 'coordinates': [-87.75531, 41.920609]}",60639-20210307,19,22615,306,44,2
397,60640,2021-03-07T00:00:00.000,117,21948,71,14154,0.204,55,7843,0.113,69363,"{'type': 'Point', 'coordinates': [-87.662232, 41.971888]}",60640-20210307,31,22616,633,18,15
398,60641,2021-03-07T00:00:00.000,278,15114,235,10369,0.148,47,4774,0.068,69880,"{'type': 'Point', 'coordinates': [-87.746791, 41.946682]}",60641-20210307,15,22618,139,21,21
399,60642,2021-03-07T00:00:00.000,40,5899,24,3628,0.184,20,2289,0.116,19716,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",60642-20210307,25,22620,109,46,49
400,60643,2021-03-07T00:00:00.000,123,13218,67,8267,0.169,82,4984,0.102,48887,"{'type': 'Point', 'coordinates': [-87.662381, 41.700445]}",60643-20210307,71,22212,630,42,13
401,60644,2021-03-07T00:00:00.000,93,6700,85,4647,0.1,68,2113,0.045,46591,"{'type': 'Point', 'coordinates': [-87.756863, 41.881113]}",60644-20210307,26,22216,674,23,32
402,60645,2021-03-07T00:00:00.000,214,12718,128,8388,0.177,89,4351,0.092,47270,"{'type': 'Point', 'coordinates': [-87.695049, 42.008927]}",60645-20210307,20,22528,42,27,12
403,60646,2021-03-07T00:00:00.000,62,9785,33,6308,0.221,30,3495,0.122,28569,"{'type': 'Point', 'coordinates': [-87.761826, 41.993931]}",60646-20210307,12,22532,782,38,18
404,60647,2021-03-07T00:00:00.000,148,20724,104,13569,0.155,52,7212,0.082,87633,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",60647-20210307,23,22535,322,41,1
405,60649,2021-03-07T00:00:00.000,40,7911,26,5097,0.109,25,2827,0.061,46633,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",60649-20210307,39,22538,418,33,24
406,60651,2021-03-07T00:00:00.000,109,8825,89,6129,0.097,60,2740,0.043,63492,"{'type': 'Point', 'coordinates': [-87.741017, 41.901964]}",60651-20210307,24,4299,99,45,5
407,60652,2021-03-07T00:00:00.000,61,8147,45,5654,0.130,30,2516,0.058,43447,"{'type': 'Point', 'coordinates': [-87.714238, 41.745398]}",60652-20210307,69,4300,199,30,8
408,60653,2021-03-07T00:00:00.000,34,6784,26,4487,0.135,23,2315,0.070,33154,"{'type': 'Point', 'coordinates': [-87.611244, 41.819261]}",60653-20210307,4,4301,583,10,36
409,60654,2021-03-07T00:00:00.000,45,5929,27,3731,0.186,18,2204,0.11,20022,"{'type': 'Point', 'coordinates': [-87.636354, 41.892485]}",60654-20210307,37,4446,652,36,55
410,60655,2021-03-07T00:00:00.000,89,9925,26,5907,0.207,69,4034,0.141,28569,"{'type': 'Point', 'coordinates': [-87.701434, 41.696456]}",60655-20210307,73,4447,369,42,33
411,60656,2021-03-07T00:00:00.000,55,6157,26,4121,0.146,33,2084,0.074,28218,"{'type': 'Point', 'coordinates': [-87.817934, 41.974566]}",60656-20210307,36,4448,735,29,31
412,60657,2021-03-07T00:00:00.000,182,22463,106,13855,0.195,80,8643,0.122,70958,"{'type': 'Point', 'coordinates': [-87.658216, 41.939715]}",60657-20210307,57,4449,680,25,22
413,60659,2021-03-07T00:00:00.000,92,8930,54,5845,0.137,42,3102,0.073,42735,"{'type': 'Point', 'coordinates': [-87.703266, 41.990803]}",60659-20210307,20,4450,30,27,50
414,60660,2021-03-07T00:00:00.000,68,12408,37,8060,0.181,37,4368,0.098,44498,"{'type': 'Point', 'coordinates': [-87.666362, 41.991062]}",60660-20210307,76,4451,536,16,14
415,60661,2021-03-07T00:00:00.000,17,3066,8,1842,0.178,9,1225,0.118,10354,"{'type': 'Point', 'coordinates': [-87.644283, 41.882786]}",60661-20210307,29,4452,784,36,45
416,60666,2021-03-07T00:00:00.000,0,41,0,28,0.000,0,17,0.000,0,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",60666-20210307,75,16197,668,29,38
417,60707,2021-03-07T00:00:00.000,61,3295,59,2300,0.053,7,1014,0.024,43093,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",60707-20210307,,4454,,,
418,60827,2021-03-07T00:00:00.000,1,288,0,195,0.007,1,93,0.003,28483,"{'type': 'Point', 'coordinates': [-87.633087, 41.650765]}",60827-20210307,,4460,,,
419,Unknown,2021-03-07T00:00:00.000,4,2365,4,1470,0.000,1,898,0.000,0,,Unknown-20210307,,,,,
420,60601,2021-03-06T00:00:00.000,40,4409,17,2694,0.179,26,1719,0.114,15083,"{'type': 'Point', 'coordinates': [-87.622844, 41.886262]}",60601-20210306,38,14309,580,36,42
