,zip_code,date,total_doses_daily,total_doses_cumulative,_1st_dose_daily,_1st_dose_cumulative,_1st_dose_percent_population,vaccine_series_completed_daily,vaccine_series_completed_cumulative,vaccine_series_completed_percent_population,population,zip_code_location,row_id,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6
856,60617,2021-02-27T00:00:00.000,327,11533,207,7999,0.096,120,3534,0.042,83553,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",60617-20210227,48,21202,527,47,25
857,60618,2021-02-27T00:00:00.000,467,18601,277,12580,0.133,190,6021,0.063,94907,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",60618-20210227,16,21538,372,20,39
858,60619,2021-02-27T00:00:00.000,258,9112,186,6169,0.101,72,2943,0.048,61207,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",60619-20210227,40,21546,140,35,61
859,60620,2021-02-27T00:00:00.000,267,7876,174,5650,0.083,93,2226,0.033,67711,"{'type': 'Point', 'coordinates': [-87.651656, 41.740873]}",60620-20210227,70,21554,530,13,59
860,60621,2021-02-27T00:00:00.000,58,2789,50,2062,0.074,8,727,0.026,28018,"{'type': 'Point', 'coordinates': [-87.638812, 41.776931]}",60621-20210227,66,21559,435,4,11
861,60622,2021-02-27T00:00:00.000,247,14019,155,8989,0.169,92,5030,0.094,53294,"{'type': 'Point', 'coordinates': [-87.681818, 41.902762]}",60622-20210227,25,21560,476,11,4
862,60623,2021-02-27T00:00:00.000,618,12313,554,9700,0.119,64,2613,0.032,81283,"{'type': 'Point', 'coordinates': [-87.717446, 41.850321]}",60623-20210227,32,21569,754,28,57
863,60624,2021-02-27T00:00:00.000,95,3575,69,2649,0.076,26,926,0.027,34892,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",60624-20210227,27,21572,736,23,30
864,60625,2021-02-27T00:00:00.000,485,15641,267,10668,0.134,218,4973,0.063,79444,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",60625-20210227,6,21849,620,24,20
865,60626,2021-02-27T00:00:00.000,315,10775,212,7103,0.141,103,3672,0.073,50544,"{'type': 'Point', 'coordinates': [-87.669834, 42.009469]}",60626-20210227,10,21853,358,5,9
866,60628,2021-02-27T00:00:00.000,256,7639,177,5388,0.084,79,2251,0.035,64254,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",60628-20210227,45,21861,237,43,19
867,60629,2021-02-27T00:00:00.000,794,15549,635,12194,0.111,159,3355,0.030,110029,"{'type': 'Point', 'coordinates': [-87.711565, 41.777061]}",60629-20210227,64,21867,293,6,58
868,60630,2021-02-27T00:00:00.000,313,11080,157,7694,0.136,156,3387,0.060,56433,"{'type': 'Point', 'coordinates': [-87.759611, 41.971261]}",60630-20210227,11,21869,129,50,48
869,60631,2021-02-27T00:00:00.000,224,9017,102,6150,0.208,122,2867,0.097,29529,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",60631-20210227,36,22243,733,29,17
870,60632,2021-02-27T00:00:00.000,682,13559,548,10796,0.120,134,2763,0.031,89857,"{'type': 'Point', 'coordinates': [-87.711251, 41.810038]}",60632-20210227,55,22248,640,8,56
871,60633,2021-02-27T00:00:00.000,32,1357,16,970,0.076,16,387,0.030,12689,"{'type': 'Point', 'coordinates': [-87.556037, 41.653147]}",60633-20210227,52,22250,586,47,26
872,60634,2021-02-27T00:00:00.000,583,14224,386,9983,0.133,197,4241,0.056,75082,"{'type': 'Point', 'coordinates': [-87.797373, 41.944967]}",60634-20210227,17,22254,396,19,52
873,60636,2021-02-27T00:00:00.000,86,2863,70,2133,0.071,16,730,0.024,30024,"{'type': 'Point', 'coordinates': [-87.668597, 41.77599]}",60636-20210227,65,22257,280,3,23
874,60637,2021-02-27T00:00:00.000,121,7853,83,4812,0.102,38,3041,0.064,47300,"{'type': 'Point', 'coordinates': [-87.604053, 41.780991]}",60637-20210227,9,22260,470,4,60
875,60638,2021-02-27T00:00:00.000,334,10719,200,7523,0.128,134,3196,0.054,58669,"{'type': 'Point', 'coordinates': [-87.771902, 41.787032]}",60638-20210227,53,22268,590,15,7
876,60639,2021-02-27T00:00:00.000,1392,13930,1274,11230,0.127,118,2700,0.031,88204,"{'type': 'Point', 'coordinates': [-87.75531, 41.920609]}",60639-20210227,19,22615,306,44,2
877,60640,2021-02-27T00:00:00.000,386,18979,257,12558,0.181,129,6422,0.093,69363,"{'type': 'Point', 'coordinates': [-87.662232, 41.971888]}",60640-20210227,31,22616,633,18,15
878,60641,2021-02-27T00:00:00.000,410,12085,265,8562,0.123,145,3523,0.050,69880,"{'type': 'Point', 'coordinates': [-87.746791, 41.946682]}",60641-20210227,15,22618,139,21,21
879,60642,2021-02-27T00:00:00.000,101,5140,61,3226,0.164,40,1914,0.097,19716,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",60642-20210227,25,22620,109,46,49
880,60643,2021-02-27T00:00:00.000,307,10979,175,7214,0.148,132,3765,0.077,48887,"{'type': 'Point', 'coordinates': [-87.662381, 41.700445]}",60643-20210227,71,22212,630,42,13
881,60644,2021-02-27T00:00:00.000,241,5514,157,3991,0.086,84,1523,0.033,46591,"{'type': 'Point', 'coordinates': [-87.756863, 41.881113]}",60644-20210227,26,22216,674,23,32
882,60645,2021-02-27T00:00:00.000,324,10657,204,7411,0.157,120,3246,0.069,47270,"{'type': 'Point', 'coordinates': [-87.695049, 42.008927]}",60645-20210227,20,22528,42,27,12
883,60646,2021-02-27T00:00:00.000,201,8223,102,5566,0.195,99,2657,0.093,28569,"{'type': 'Point', 'coordinates': [-87.761826, 41.993931]}",60646-20210227,12,22532,782,38,18
884,60647,2021-02-27T00:00:00.000,478,17364,303,11629,0.133,175,5735,0.065,87633,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",60647-20210227,23,22535,322,41,1
885,60649,2021-02-27T00:00:00.000,148,6784,108,4453,0.095,40,2331,0.050,46633,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",60649-20210227,39,22538,418,33,24
886,60651,2021-02-27T00:00:00.000,298,6962,238,5158,0.081,60,1804,0.028,63492,"{'type': 'Point', 'coordinates': [-87.741017, 41.901964]}",60651-20210227,24,4299,99,45,5
887,60652,2021-02-27T00:00:00.000,242,6553,154,4740,0.109,88,1813,0.042,43447,"{'type': 'Point', 'coordinates': [-87.714238, 41.745398]}",60652-20210227,69,4300,199,30,8
888,60653,2021-02-27T00:00:00.000,302,5683,253,3896,0.118,49,1787,0.054,33154,"{'type': 'Point', 'coordinates': [-87.611244, 41.819261]}",60653-20210227,4,4301,583,10,36
889,60654,2021-02-27T00:00:00.000,96,5081,52,3231,0.161,44,1850,0.092,20022,"{'type': 'Point', 'coordinates': [-87.636354, 41.892485]}",60654-20210227,37,4446,652,36,55
890,60655,2021-02-27T00:00:00.000,192,8523,78,5335,0.187,114,3188,0.112,28569,"{'type': 'Point', 'coordinates': [-87.701434, 41.696456]}",60655-20210227,73,4447,369,42,33
891,60656,2021-02-27T00:00:00.000,134,5032,67,3549,0.126,67,1483,0.053,28218,"{'type': 'Point', 'coordinates': [-87.817934, 41.974566]}",60656-20210227,36,4448,735,29,31
892,60657,2021-02-27T00:00:00.000,368,19538,210,12306,0.173,158,7233,0.102,70958,"{'type': 'Point', 'coordinates': [-87.658216, 41.939715]}",60657-20210227,57,4449,680,25,22
893,60659,2021-02-27T00:00:00.000,219,7432,126,5114,0.12,93,2318,0.054,42735,"{'type': 'Point', 'coordinates': [-87.703266, 41.990803]}",60659-20210227,20,4450,30,27,50
894,60660,2021-02-27T00:00:00.000,232,10510,140,7033,0.158,92,3477,0.078,44498,"{'type': 'Point', 'coordinates': [-87.666362, 41.991062]}",60660-20210227,76,4451,536,16,14
895,60661,2021-02-27T00:00:00.000,29,2718,17,1672,0.161,12,1046,0.101,10354,"{'type': 'Point', 'coordinates': [-87.644283, 41.882786]}",60661-20210227,29,4452,784,36,45
896,60666,2021-02-27T00:00:00.000,0,33,0,23,0.000,0,10,0.000,0,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",60666-20210227,75,16197,668,29,38
897,60707,2021-02-27T00:00:00.000,109,2571,82,1847,0.043,27,724,0.017,43093,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",60707-20210227,,4454,,,
898,60827,2021-02-27T00:00:00.000,14,240,12,169,0.006,2,71,0.002,28483,"{'type': 'Point', 'coordinates': [-87.633087, 41.650765]}",60827-20210227,,4460,,,
899,Unknown,2021-02-27T00:00:00.000,46,2112,31,1310,0.000,15,802,0.000,0,,Unknown-20210227,,,,,
900,60601,2021-02-26T00:00:00.000,156,3843,45,2385,0.158,111,1458,0.097,15083,"{'type': 'Point', 'coordinates': [-87.622844, 41.886262]}",60601-20210226,38,14309,580,36,42
901,60602,2021-02-26T00:00:00.000,19,644,6,399,0.348,13,245,0.214,1145,"{'type': 'Point', 'coordinates': [-87.628309, 41.883136]}",60602-20210226,38,14310,92,36,41
902,60603,2021-02-26T00:00:00.000,13,719,3,457,0.434,10,262,0.249,1052,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",60603-20210226,38,14311,367,36,34
903,60604,2021-02-26T00:00:00.000,22,462,8,289,0.351,14,173,0.210,823,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",60604-20210226,38,14912,92,10,29
904,60605,2021-02-26T00:00:00.000,264,9500,81,5716,0.197,183,3784,0.130,29060,"{'type': 'Point', 'coordinates': [-87.623449, 41.867824]}",60605-20210226,38,14913,368,10,35
905,60606,2021-02-26T00:00:00.000,34,1008,10,622,0.189,24,386,0.117,3287,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",60606-20210226,38,14914,92,36,46
906,60607,2021-02-26T00:00:00.000,195,9364,64,5601,0.191,131,3763,0.128,29293,"{'type': 'Point', 'coordinates': [-87.652727, 41.876104]}",60607-20210226,29,14917,87,26,44
907,60608,2021-02-26T00:00:00.000,600,14848,285,10289,0.129,315,4561,0.057,80059,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",60608-20210226,33,14920,126,26,43
908,60609,2021-02-26T00:00:00.000,401,7818,191,5608,0.092,210,2210,0.036,60939,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",60609-20210226,59,14924,123,48,37
909,60610,2021-02-26T00:00:00.000,523,11055,209,7014,0.173,314,4041,0.100,40548,"{'type': 'Point', 'coordinates': [-87.63581, 41.90455]}",60610-20210226,37,14926,290,11,54
910,60611,2021-02-26T00:00:00.000,459,15423,110,9010,0.271,349,6413,0.193,33224,"{'type': 'Point', 'coordinates': [-87.620291, 41.894734]}",60611-20210226,37,21182,158,36,6
911,60612,2021-02-26T00:00:00.000,264,7388,82,4689,0.139,182,2699,0.080,33735,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",60612-20210226,29,21184,785,46,28
912,60613,2021-02-26T00:00:00.000,436,13021,181,8355,0.165,255,4666,0.092,50761,"{'type': 'Point', 'coordinates': [-87.661343, 41.953742]}",60613-20210226,57,21186,725,25,53
913,60614,2021-02-26T00:00:00.000,601,18344,223,11458,0.159,378,6886,0.096,71954,"{'type': 'Point', 'coordinates': [-87.652064, 41.922605]}",60614-20210226,68,21190,744,34,16
914,60615,2021-02-26T00:00:00.000,223,10945,95,6501,0.16,128,4444,0.109,40590,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",60615-20210226,8,21192,147,33,10
915,60616,2021-02-26T00:00:00.000,376,11918,142,7960,0.147,234,3959,0.073,54197,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",60616-20210226,1,21194,377,9,40
916,60617,2021-02-26T00:00:00.000,466,11206,225,7792,0.093,241,3414,0.041,83553,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",60617-20210226,48,21202,527,47,25
917,60618,2021-02-26T00:00:00.000,631,18134,326,12303,0.130,305,5831,0.061,94907,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",60618-20210226,16,21538,372,20,39
918,60619,2021-02-26T00:00:00.000,401,8854,220,5983,0.098,181,2871,0.047,61207,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",60619-20210226,40,21546,140,35,61
919,60620,2021-02-26T00:00:00.000,422,7609,220,5476,0.081,202,2133,0.032,67711,"{'type': 'Point', 'coordinates': [-87.651656, 41.740873]}",60620-20210226,70,21554,530,13,59
920,60621,2021-02-26T00:00:00.000,110,2731,61,2012,0.072,49,719,0.026,28018,"{'type': 'Point', 'coordinates': [-87.638812, 41.776931]}",60621-20210226,66,21559,435,4,11
921,60622,2021-02-26T00:00:00.000,380,13772,187,8834,0.166,193,4938,0.093,53294,"{'type': 'Point', 'coordinates': [-87.681818, 41.902762]}",60622-20210226,25,21560,476,11,4
922,60623,2021-02-26T00:00:00.000,969,11695,726,9146,0.113,243,2549,0.031,81283,"{'type': 'Point', 'coordinates': [-87.717446, 41.850321]}",60623-20210226,32,21569,754,28,57
923,60624,2021-02-26T00:00:00.000,172,3480,94,2580,0.074,78,900,0.026,34892,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",60624-20210226,27,21572,736,23,30
924,60625,2021-02-26T00:00:00.000,549,15156,294,10401,0.131,255,4755,0.060,79444,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",60625-20210226,6,21849,620,24,20
925,60626,2021-02-26T00:00:00.000,286,10460,147,6891,0.136,139,3569,0.071,50544,"{'type': 'Point', 'coordinates': [-87.669834, 42.009469]}",60626-20210226,10,21853,358,5,9
926,60628,2021-02-26T00:00:00.000,335,7383,179,5211,0.081,156,2172,0.034,64254,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",60628-20210226,45,21861,237,43,19
927,60629,2021-02-26T00:00:00.000,1039,14755,745,11559,0.105,294,3196,0.029,110029,"{'type': 'Point', 'coordinates': [-87.711565, 41.777061]}",60629-20210226,64,21867,293,6,58
928,60630,2021-02-26T00:00:00.000,463,10767,255,7537,0.134,208,3231,0.057,56433,"{'type': 'Point', 'coordinates': [-87.759611, 41.971261]}",60630-20210226,11,21869,129,50,48
929,60631,2021-02-26T00:00:00.000,306,8793,138,6048,0.205,168,2745,0.093,29529,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",60631-20210226,36,22243,733,29,17
930,60632,2021-02-26T00:00:00.000,780,12877,496,10248,0.114,284,2629,0.029,89857,"{'type': 'Point', 'coordinates': [-87.711251, 41.810038]}",60632-20210226,55,22248,640,8,56
931,60633,2021-02-26T00:00:00.000,76,1325,41,954,0.075,35,371,0.029,12689,"{'type': 'Point', 'coordinates': [-87.556037, 41.653147]}",60633-20210226,52,22250,586,47,26
932,60634,2021-02-26T00:00:00.000,531,13641,278,9597,0.128,253,4044,0.054,75082,"{'type': 'Point', 'coordinates': [-87.797373, 41.944967]}",60634-20210226,17,22254,396,19,52
933,60636,2021-02-26T00:00:00.000,136,2777,91,2063,0.069,45,714,0.024,30024,"{'type': 'Point', 'coordinates': [-87.668597, 41.77599]}",60636-20210226,65,22257,280,3,23
934,60637,2021-02-26T00:00:00.000,231,7732,127,4729,0.100,104,3003,0.063,47300,"{'type': 'Point', 'coordinates': [-87.604053, 41.780991]}",60637-20210226,9,22260,470,4,60
935,60638,2021-02-26T00:00:00.000,492,10385,237,7323,0.125,255,3062,0.052,58669,"{'type': 'Point', 'coordinates': [-87.771902, 41.787032]}",60638-20210226,53,22268,590,15,7
936,60639,2021-02-26T00:00:00.000,350,12538,161,9956,0.113,189,2582,0.029,88204,"{'type': 'Point', 'coordinates': [-87.75531, 41.920609]}",60639-20210226,19,22615,306,44,2
937,60640,2021-02-26T00:00:00.000,559,18593,300,12301,0.177,260,6293,0.091,69363,"{'type': 'Point', 'coordinates': [-87.662232, 41.971888]}",60640-20210226,31,22616,633,18,15
938,60641,2021-02-26T00:00:00.000,458,11675,249,8297,0.119,209,3378,0.048,69880,"{'type': 'Point', 'coordinates': [-87.746791, 41.946682]}",60641-20210226,15,22618,139,21,21
939,60642,2021-02-26T00:00:00.000,150,5039,67,3165,0.161,83,1874,0.095,19716,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",60642-20210226,25,22620,109,46,49
940,60643,2021-02-26T00:00:00.000,435,10672,190,7039,0.144,245,3633,0.074,48887,"{'type': 'Point', 'coordinates': [-87.662381, 41.700445]}",60643-20210226,71,22212,630,42,13
941,60644,2021-02-26T00:00:00.000,197,5273,91,3834,0.082,106,1439,0.031,46591,"{'type': 'Point', 'coordinates': [-87.756863, 41.881113]}",60644-20210226,26,22216,674,23,32
942,60645,2021-02-26T00:00:00.000,286,10333,159,7207,0.152,127,3126,0.066,47270,"{'type': 'Point', 'coordinates': [-87.695049, 42.008927]}",60645-20210226,20,22528,42,27,12
943,60646,2021-02-26T00:00:00.000,332,8022,165,5464,0.191,167,2558,0.090,28569,"{'type': 'Point', 'coordinates': [-87.761826, 41.993931]}",60646-20210226,12,22532,782,38,18
944,60647,2021-02-26T00:00:00.000,617,16886,325,11326,0.129,292,5560,0.063,87633,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",60647-20210226,23,22535,322,41,1
945,60649,2021-02-26T00:00:00.000,190,6636,86,4345,0.093,104,2291,0.049,46633,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",60649-20210226,39,22538,418,33,24
946,60651,2021-02-26T00:00:00.000,332,6664,184,4920,0.077,148,1744,0.027,63492,"{'type': 'Point', 'coordinates': [-87.741017, 41.901964]}",60651-20210226,24,4299,99,45,5
947,60652,2021-02-26T00:00:00.000,335,6311,187,4586,0.106,148,1725,0.040,43447,"{'type': 'Point', 'coordinates': [-87.714238, 41.745398]}",60652-20210226,69,4300,199,30,8
948,60653,2021-02-26T00:00:00.000,198,5381,80,3643,0.110,118,1738,0.052,33154,"{'type': 'Point', 'coordinates': [-87.611244, 41.819261]}",60653-20210226,4,4301,583,10,36
949,60654,2021-02-26T00:00:00.000,169,4985,74,3179,0.159,95,1806,0.09,20022,"{'type': 'Point', 'coordinates': [-87.636354, 41.892485]}",60654-20210226,37,4446,652,36,55
950,60655,2021-02-26T00:00:00.000,281,8331,98,5257,0.184,183,3074,0.108,28569,"{'type': 'Point', 'coordinates': [-87.701434, 41.696456]}",60655-20210226,73,4447,369,42,33
951,60656,2021-02-26T00:00:00.000,211,4898,112,3482,0.123,99,1416,0.050,28218,"{'type': 'Point', 'coordinates': [-87.817934, 41.974566]}",60656-20210226,36,4448,735,29,31
952,60657,2021-02-26T00:00:00.000,586,19170,192,12096,0.170,394,7075,0.100,70958,"{'type': 'Point', 'coordinates': [-87.658216, 41.939715]}",60657-20210226,57,4449,680,25,22
953,60659,2021-02-26T00:00:00.000,231,7213,130,4988,0.117,101,2225,0.052,42735,"{'type': 'Point', 'coordinates': [-87.703266, 41.990803]}",60659-20210226,20,4450,30,27,50
954,60660,2021-02-26T00:00:00.000,325,10278,141,6893,0.155,184,3385,0.076,44498,"{'type': 'Point', 'coordinates': [-87.666362, 41.991062]}",60660-20210226,76,4451,536,16,14
955,60661,2021-02-26T00:00:00.000,88,2689,34,1655,0.160,54,1034,0.100,10354,"{'type': 'Point', 'coordinates': [-87.644283, 41.882786]}",60661-20210226,29,4452,784,36,45
956,60666,2021-02-26T00:00:00.000,2,33,0,23,0.000,2,10,0.000,0,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",60666-20210226,75,16197,668,29,38
957,60707,2021-02-26T00:00:00.000,99,2462,52,1765,0.041,47,697,0.016,43093,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",60707-20210226,,4454,,,
958,60827,2021-02-26T00:00:00.000,13,226,11,157,0.006,2,69,0.002,28483,"{'type': 'Point', 'coordinates': [-87.633087, 41.650765]}",60827-20210226,,4460,,,
959,Unknown,2021-02-26T00:00:00.000,59,2066,27,1279,0.000,32,787,0.000,0,,Unknown-20210226,,,,,
960,60601,2021-02-25T00:00:00.000,142,3687,49,2340,0.155,93,1347,0.089,15083,"{'type': 'Point', 'coordinates': [-87.622844, 41.886262]}",60601-20210225,38,14309,580,36,42
961,60602,2021-02-25T00:00:00.000,23,625,4,393,0.343,19,232,0.203,1145,"{'type': 'Point', 'coordinates': [-87.628309, 41.883136]}",60602-20210225,38,14310,92,36,41
962,60603,2021-02-25T00:00:00.000,12,706,4,454,0.432,8,252,0.240,1052,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",60603-20210225,38,14311,367,36,34
963,60604,2021-02-25T00:00:00.000,23,440,5,281,0.341,18,159,0.193,823,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",60604-20210225,38,14912,92,10,29
964,60605,2021-02-25T00:00:00.000,228,9236,76,5635,0.194,152,3601,0.124,29060,"{'type': 'Point', 'coordinates': [-87.623449, 41.867824]}",60605-20210225,38,14913,368,10,35
965,60606,2021-02-25T00:00:00.000,32,974,9,612,0.186,23,362,0.110,3287,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",60606-20210225,38,14914,92,36,46
966,60607,2021-02-25T00:00:00.000,181,9169,72,5537,0.189,109,3632,0.124,29293,"{'type': 'Point', 'coordinates': [-87.652727, 41.876104]}",60607-20210225,29,14917,87,26,44
967,60608,2021-02-25T00:00:00.000,645,14248,313,10004,0.125,332,4246,0.053,80059,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",60608-20210225,33,14920,126,26,43
968,60609,2021-02-25T00:00:00.000,314,7417,146,5417,0.089,168,2000,0.033,60939,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",60609-20210225,59,14924,123,48,37
969,60610,2021-02-25T00:00:00.000,381,10532,112,6805,0.168,269,3727,0.092,40548,"{'type': 'Point', 'coordinates': [-87.63581, 41.90455]}",60610-20210225,37,14926,290,11,54
970,60611,2021-02-25T00:00:00.000,396,14964,89,8900,0.268,307,6064,0.183,33224,"{'type': 'Point', 'coordinates': [-87.620291, 41.894734]}",60611-20210225,37,21182,158,36,6
971,60612,2021-02-25T00:00:00.000,229,7124,96,4607,0.137,133,2517,0.075,33735,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",60612-20210225,29,21184,785,46,28
972,60613,2021-02-25T00:00:00.000,383,12585,152,8174,0.161,231,4411,0.087,50761,"{'type': 'Point', 'coordinates': [-87.661343, 41.953742]}",60613-20210225,57,21186,725,25,53
973,60614,2021-02-25T00:00:00.000,512,17743,140,11235,0.156,372,6508,0.090,71954,"{'type': 'Point', 'coordinates': [-87.652064, 41.922605]}",60614-20210225,68,21190,744,34,16
974,60615,2021-02-25T00:00:00.000,225,10722,81,6406,0.158,144,4316,0.106,40590,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",60615-20210225,8,21192,147,33,10
975,60616,2021-02-25T00:00:00.000,375,11542,141,7818,0.144,234,3725,0.069,54197,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",60616-20210225,1,21194,377,9,40
976,60617,2021-02-25T00:00:00.000,525,10740,286,7567,0.091,239,3173,0.038,83553,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",60617-20210225,48,21202,527,47,25
977,60618,2021-02-25T00:00:00.000,721,17503,310,11977,0.126,411,5526,0.058,94907,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",60618-20210225,16,21538,372,20,39
978,60619,2021-02-25T00:00:00.000,349,8453,160,5763,0.094,189,2690,0.044,61207,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",60619-20210225,40,21546,140,35,61
979,60620,2021-02-25T00:00:00.000,341,7187,145,5256,0.078,196,1931,0.029,67711,"{'type': 'Point', 'coordinates': [-87.651656, 41.740873]}",60620-20210225,70,21554,530,13,59
980,60621,2021-02-25T00:00:00.000,94,2621,54,1951,0.070,40,670,0.024,28018,"{'type': 'Point', 'coordinates': [-87.638812, 41.776931]}",60621-20210225,66,21559,435,4,11
981,60622,2021-02-25T00:00:00.000,325,13392,139,8647,0.162,186,4745,0.089,53294,"{'type': 'Point', 'coordinates': [-87.681818, 41.902762]}",60622-20210225,25,21560,476,11,4
982,60623,2021-02-25T00:00:00.000,922,10726,696,8420,0.104,226,2306,0.028,81283,"{'type': 'Point', 'coordinates': [-87.717446, 41.850321]}",60623-20210225,32,21569,754,28,57
983,60624,2021-02-25T00:00:00.000,158,3308,80,2486,0.071,78,822,0.024,34892,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",60624-20210225,27,21572,736,23,30
984,60625,2021-02-25T00:00:00.000,461,14607,193,10107,0.127,268,4500,0.057,79444,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",60625-20210225,6,21849,620,24,20
985,60626,2021-02-25T00:00:00.000,318,10174,176,6744,0.133,142,3430,0.068,50544,"{'type': 'Point', 'coordinates': [-87.669834, 42.009469]}",60626-20210225,10,21853,358,5,9
986,60628,2021-02-25T00:00:00.000,323,7048,142,5032,0.078,181,2016,0.031,64254,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",60628-20210225,45,21861,237,43,19
987,60629,2021-02-25T00:00:00.000,828,13716,554,10814,0.098,274,2902,0.026,110029,"{'type': 'Point', 'coordinates': [-87.711565, 41.777061]}",60629-20210225,64,21867,293,6,58
988,60630,2021-02-25T00:00:00.000,404,10304,175,7282,0.129,229,3023,0.054,56433,"{'type': 'Point', 'coordinates': [-87.759611, 41.971261]}",60630-20210225,11,21869,129,50,48
989,60631,2021-02-25T00:00:00.000,267,8487,108,5910,0.200,159,2577,0.087,29529,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",60631-20210225,36,22243,733,29,17
990,60632,2021-02-25T00:00:00.000,734,12097,504,9752,0.109,230,2345,0.026,89857,"{'type': 'Point', 'coordinates': [-87.711251, 41.810038]}",60632-20210225,55,22248,640,8,56
991,60633,2021-02-25T00:00:00.000,56,1249,38,913,0.072,18,336,0.026,12689,"{'type': 'Point', 'coordinates': [-87.556037, 41.653147]}",60633-20210225,52,22250,586,47,26
992,60634,2021-02-25T00:00:00.000,554,13110,255,9319,0.124,299,3791,0.050,75082,"{'type': 'Point', 'coordinates': [-87.797373, 41.944967]}",60634-20210225,17,22254,396,19,52
993,60636,2021-02-25T00:00:00.000,121,2641,64,1972,0.066,57,669,0.022,30024,"{'type': 'Point', 'coordinates': [-87.668597, 41.77599]}",60636-20210225,65,22257,280,3,23
994,60637,2021-02-25T00:00:00.000,177,7501,74,4602,0.097,103,2899,0.061,47300,"{'type': 'Point', 'coordinates': [-87.604053, 41.780991]}",60637-20210225,9,22260,470,4,60
995,60638,2021-02-25T00:00:00.000,431,9893,202,7086,0.121,229,2807,0.048,58669,"{'type': 'Point', 'coordinates': [-87.771902, 41.787032]}",60638-20210225,53,22268,590,15,7
996,60639,2021-02-25T00:00:00.000,302,12188,147,9795,0.111,155,2393,0.027,88204,"{'type': 'Point', 'coordinates': [-87.75531, 41.920609]}",60639-20210225,19,22615,306,44,2
997,60640,2021-02-25T00:00:00.000,759,18034,344,12001,0.173,415,6033,0.087,69363,"{'type': 'Point', 'coordinates': [-87.662232, 41.971888]}",60640-20210225,31,22616,633,18,15
998,60641,2021-02-25T00:00:00.000,428,11217,238,8048,0.115,190,3169,0.045,69880,"{'type': 'Point', 'coordinates': [-87.746791, 41.946682]}",60641-20210225,15,22618,139,21,21
999,60642,2021-02-25T00:00:00.000,139,4889,67,3098,0.157,72,1791,0.091,19716,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",60642-20210225,25,22620,109,46,49
